Team 1,Team 2,Bet Type,Bet Info,Odds,Date of Game,Sportsbook Name,Sport
Green Bay Packers,San Francisco 49ers,Spread,0.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
San Francisco 49ers,Green Bay Packers,Spread,-0.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
Green Bay Packers,San Francisco 49ers,Total,O48.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
Green Bay Packers,San Francisco 49ers,Total,U48.0,-110,2024-11-24T21:25:00Z,Caesars,NFL
Green Bay Packers,San Francisco 49ers,Spread,1.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
San Francisco 49ers,Green Bay Packers,Spread,-1.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
Green Bay Packers,San Francisco 49ers,Total,O48.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
Green Bay Packers,San Francisco 49ers,Total,U48.0,-110,2024-11-24T21:25:00Z,BetUS,NFL
Green Bay Packers,San Francisco 49ers,MoneyLine,Green Bay Packers,-108,2024-11-24T21:25:00Z,FanDuel,NFL
San Francisco 49ers,Green Bay Packers,MoneyLine,San Francisco 49ers,-108,2024-11-24T21:25:00Z,FanDuel,NFL
Green Bay Packers,San Francisco 49ers,Spread,1.5,-120,2024-11-24T21:25:00Z,FanDuel,NFL
San Francisco 49ers,Green Bay Packers,Spread,-1.5,-102,2024-11-24T21:25:00Z,FanDuel,NFL
Green Bay Packers,San Francisco 49ers,Total,O47.5,-115,2024-11-24T21:25:00Z,FanDuel,NFL
Green Bay Packers,San Francisco 49ers,Total,U47.5,-105,2024-11-24T21:25:00Z,FanDuel,NFL
Green Bay Packers,San Francisco 49ers,MoneyLine,Green Bay Packers,-119,2024-11-24T21:25:00Z,MyBookie.ag,NFL
San Francisco 49ers,Green Bay Packers,MoneyLine,San Francisco 49ers,-107,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Green Bay Packers,San Francisco 49ers,Spread,-1.0,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
San Francisco 49ers,Green Bay Packers,Spread,1.0,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Green Bay Packers,San Francisco 49ers,Total,O48.0,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Green Bay Packers,San Francisco 49ers,Total,U48.0,-110,2024-11-24T21:25:00Z,MyBookie.ag,NFL
Green Bay Packers,San Francisco 49ers,Spread,1.0,-105,2024-11-24T21:25:00Z,LowVig.ag,NFL
San Francisco 49ers,Green Bay Packers,Spread,-1.0,-105,2024-11-24T21:25:00Z,LowVig.ag,NFL
Green Bay Packers,San Francisco 49ers,Total,O48.0,-107,2024-11-24T21:25:00Z,LowVig.ag,NFL
Green Bay Packers,San Francisco 49ers,Total,U48.0,-107,2024-11-24T21:25:00Z,LowVig.ag,NFL
Green Bay Packers,San Francisco 49ers,Spread,1.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
San Francisco 49ers,Green Bay Packers,Spread,-1.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
Green Bay Packers,San Francisco 49ers,Total,O48.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
Green Bay Packers,San Francisco 49ers,Total,U48.0,-110,2024-11-24T21:25:00Z,BetOnline.ag,NFL
Green Bay Packers,San Francisco 49ers,MoneyLine,Green Bay Packers,-110,2024-11-24T21:25:00Z,BetRivers,NFL
San Francisco 49ers,Green Bay Packers,MoneyLine,San Francisco 49ers,-110,2024-11-24T21:25:00Z,BetRivers,NFL
Green Bay Packers,San Francisco 49ers,Spread,1.0,-117,2024-11-24T21:25:00Z,BetRivers,NFL
San Francisco 49ers,Green Bay Packers,Spread,-1.0,-105,2024-11-24T21:25:00Z,BetRivers,NFL
Green Bay Packers,San Francisco 49ers,Total,O47.5,-112,2024-11-24T21:25:00Z,BetRivers,NFL
Green Bay Packers,San Francisco 49ers,Total,U47.5,-109,2024-11-24T21:25:00Z,BetRivers,NFL
Los Angeles Rams,Philadelphia Eagles,MoneyLine,Los Angeles Rams,120,2024-11-25T01:20:00Z,DraftKings,NFL
Philadelphia Eagles,Los Angeles Rams,MoneyLine,Philadelphia Eagles,-142,2024-11-25T01:20:00Z,DraftKings,NFL
Los Angeles Rams,Philadelphia Eagles,Spread,2.5,-110,2024-11-25T01:20:00Z,DraftKings,NFL
Philadelphia Eagles,Los Angeles Rams,Spread,-2.5,-110,2024-11-25T01:20:00Z,DraftKings,NFL
Los Angeles Rams,Philadelphia Eagles,Total,O47.0,-110,2024-11-25T01:20:00Z,DraftKings,NFL
Los Angeles Rams,Philadelphia Eagles,Total,U47.0,-110,2024-11-25T01:20:00Z,DraftKings,NFL
Los Angeles Rams,Philadelphia Eagles,Spread,3.0,-110,2024-11-25T01:20:00Z,Caesars,NFL
Philadelphia Eagles,Los Angeles Rams,Spread,-3.0,-110,2024-11-25T01:20:00Z,Caesars,NFL
Los Angeles Rams,Philadelphia Eagles,Total,O47.5,-110,2024-11-25T01:20:00Z,Caesars,NFL
Los Angeles Rams,Philadelphia Eagles,Total,U47.5,-110,2024-11-25T01:20:00Z,Caesars,NFL
Los Angeles Rams,Philadelphia Eagles,Spread,3.0,-110,2024-11-25T01:20:00Z,BetUS,NFL
Philadelphia Eagles,Los Angeles Rams,Spread,-3.0,-110,2024-11-25T01:20:00Z,BetUS,NFL
Los Angeles Rams,Philadelphia Eagles,Total,O47.5,-110,2024-11-25T01:20:00Z,BetUS,NFL
Los Angeles Rams,Philadelphia Eagles,Total,U47.5,-110,2024-11-25T01:20:00Z,BetUS,NFL
Los Angeles Rams,Philadelphia Eagles,MoneyLine,Los Angeles Rams,117,2024-11-25T01:20:00Z,MyBookie.ag,NFL
Philadelphia Eagles,Los Angeles Rams,MoneyLine,Philadelphia Eagles,-149,2024-11-25T01:20:00Z,MyBookie.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Spread,2.5,-110,2024-11-25T01:20:00Z,MyBookie.ag,NFL
Philadelphia Eagles,Los Angeles Rams,Spread,-2.5,-110,2024-11-25T01:20:00Z,MyBookie.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Total,O47.5,-110,2024-11-25T01:20:00Z,MyBookie.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Total,U47.5,-110,2024-11-25T01:20:00Z,MyBookie.ag,NFL
Los Angeles Rams,Philadelphia Eagles,MoneyLine,Los Angeles Rams,130,2024-11-25T01:20:00Z,FanDuel,NFL
Philadelphia Eagles,Los Angeles Rams,MoneyLine,Philadelphia Eagles,-154,2024-11-25T01:20:00Z,FanDuel,NFL
Los Angeles Rams,Philadelphia Eagles,Spread,2.5,-102,2024-11-25T01:20:00Z,FanDuel,NFL
Philadelphia Eagles,Los Angeles Rams,Spread,-2.5,-120,2024-11-25T01:20:00Z,FanDuel,NFL
Los Angeles Rams,Philadelphia Eagles,Total,O47.5,-110,2024-11-25T01:20:00Z,FanDuel,NFL
Los Angeles Rams,Philadelphia Eagles,Total,U47.5,-110,2024-11-25T01:20:00Z,FanDuel,NFL
Los Angeles Rams,Philadelphia Eagles,Spread,3.0,-105,2024-11-25T01:20:00Z,LowVig.ag,NFL
Philadelphia Eagles,Los Angeles Rams,Spread,-3.0,-105,2024-11-25T01:20:00Z,LowVig.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Total,O47.5,-107,2024-11-25T01:20:00Z,LowVig.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Total,U47.5,-107,2024-11-25T01:20:00Z,LowVig.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Spread,3.0,-110,2024-11-25T01:20:00Z,BetOnline.ag,NFL
Philadelphia Eagles,Los Angeles Rams,Spread,-3.0,-110,2024-11-25T01:20:00Z,BetOnline.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Total,O47.5,-110,2024-11-25T01:20:00Z,BetOnline.ag,NFL
Los Angeles Rams,Philadelphia Eagles,Total,U47.5,-110,2024-11-25T01:20:00Z,BetOnline.ag,NFL
Baltimore Ravens,Los Angeles Chargers,MoneyLine,Baltimore Ravens,-155,2024-11-26T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Baltimore Ravens,MoneyLine,Los Angeles Chargers,130,2024-11-26T01:15:00Z,DraftKings,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.0,-105,2024-11-26T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.0,-115,2024-11-26T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O47.0,-110,2024-11-26T01:15:00Z,DraftKings,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U47.0,-110,2024-11-26T01:15:00Z,DraftKings,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.0,-110,2024-11-26T01:15:00Z,Caesars,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.0,-110,2024-11-26T01:15:00Z,Caesars,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O47.5,-110,2024-11-26T01:15:00Z,Caesars,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U47.5,-110,2024-11-26T01:15:00Z,Caesars,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.5,100,2024-11-26T01:15:00Z,BetUS,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.5,-120,2024-11-26T01:15:00Z,BetUS,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O47.5,-115,2024-11-26T01:15:00Z,BetUS,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U47.5,-105,2024-11-26T01:15:00Z,BetUS,NFL
Baltimore Ravens,Los Angeles Chargers,MoneyLine,Baltimore Ravens,-168,2024-11-26T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Baltimore Ravens,MoneyLine,Los Angeles Chargers,142,2024-11-26T01:15:00Z,FanDuel,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.5,-102,2024-11-26T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.5,-120,2024-11-26T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O48.5,-106,2024-11-26T01:15:00Z,FanDuel,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U48.5,-114,2024-11-26T01:15:00Z,FanDuel,NFL
Baltimore Ravens,Los Angeles Chargers,MoneyLine,Baltimore Ravens,-165,2024-11-26T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Baltimore Ravens,MoneyLine,Los Angeles Chargers,129,2024-11-26T01:15:00Z,MyBookie.ag,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.0,-110,2024-11-26T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.0,-110,2024-11-26T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O47.5,-110,2024-11-26T01:15:00Z,MyBookie.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U47.5,-110,2024-11-26T01:15:00Z,MyBookie.ag,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.5,105,2024-11-26T01:15:00Z,LowVig.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.5,-116,2024-11-26T01:15:00Z,LowVig.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O47.5,-113,2024-11-26T01:15:00Z,LowVig.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U47.5,-102,2024-11-26T01:15:00Z,LowVig.ag,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.5,100,2024-11-26T01:15:00Z,BetOnline.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.5,-120,2024-11-26T01:15:00Z,BetOnline.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O47.5,-115,2024-11-26T01:15:00Z,BetOnline.ag,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U47.5,-105,2024-11-26T01:15:00Z,BetOnline.ag,NFL
Baltimore Ravens,Los Angeles Chargers,MoneyLine,Baltimore Ravens,-167,2024-11-26T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Baltimore Ravens,MoneyLine,Los Angeles Chargers,138,2024-11-26T01:15:00Z,BetRivers,NFL
Baltimore Ravens,Los Angeles Chargers,Spread,-3.5,-104,2024-11-26T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Baltimore Ravens,Spread,3.5,-118,2024-11-26T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Baltimore Ravens,Total,O48.0,-113,2024-11-26T01:15:00Z,BetRivers,NFL
Los Angeles Chargers,Baltimore Ravens,Total,U48.0,-108,2024-11-26T01:15:00Z,BetRivers,NFL
